PERIOD,DATE,JOURNAL,REFERENCE,VALUE,BRANCH,GLCODE,GLREPORT
201606,21/06/16,63111,71366/GRANT WESTFIELD LIMITED ,39,2,700,58
201704,03/04/17,70787,79698/B.E.S LTD ,189.07,2,720,56
201704,06/07/17,JV5537,APRIL PAYROLL ,106.68,2,350,12
201601,31/01/16,58869,66457/VOGUE UK LTD ,36.4,2,720,56
201802,08/02/18,78362,91574/F&P WHOLESALE ,-1320.32,2,720,56
201701,06/01/17,68364,77396/DAVROC LIMITED ,105,2,630,54
201609,30/09/16,65233,73848/MAINCOR LTD ,8802.12,2,720,56
201701,04/01/17,68162,76629/A.O.SMITH WATER HEATERS ,-54.6,2,690,52
201606,30/06/16,62910,71138/BRISTAN LTD ,35.12,2,720,56
201711,25/11/17,77353,89713/BROUGHTON CRANGROVE ,-60.01,2,720,56
201707,19/07/17,73112,82962/MITCHELLS(MILLBROOK)LTD ,-88.44,2,720,56
201703,08/03/17,70082,79356/CLAYGATE DISTRIBUTION LTD ,75,2,630,54
201610,10/10/16,66143,74982/BROUGHTON CRANGROVE ,564.4,2,700,58
201606,20/06/16,63113,71368/DAVROC LIMITED ,4.34,2,700,58
201602,12/02/16,59780,67676/ROBERT LEE(LONDON)LTD ,30.97,2,700,58
201708,17/08/17,73820,83684/JOULE UK ,175.05,2,700,58
201703,14/03/17,69982,79250/DAVROC LIMITED ,216.44,2,630,54
201610,26/10/16,65841,74639/SYMPHONY GROUP PLC ,-57.42,2,720,56
201611,02/11/16,66649,74538/SYMPHONY GROUP PLC ,-519.64,2,690,52
201603,03/03/16,60185,67237/CROWN WATER HEATERS LTD ,487.2,2,720,56
201710,10/11/17,75739,88767/ROBERT LEE(LONDON)LTD ,-40.94,2,720,56
201708,02/08/17,74225,84205/VOGEL&NOOT PRODUCTS LTD ,-959.92,2,720,56
201703,10/01/17,70690,80353/THE ALARMING COMPANY ,92.7,2,700,58
201611,07/11/16,66953,75709/HANSGROHE LIMITED ,9.25,2,700,58
201607,27/07/16,63721,72243/ROBERT LEE(LONDON)LTD ,16.05,2,630,54
201603,13/03/16,60287,68102/BROUGHTON CRANGROVE ,30.41,2,700,58
201709,21/09/17,74630,85163/ROBERT LEE(LONDON)LTD ,-41.28,2,720,56
201703,07/03/17,70489,80018/MAINCOR LTD ,-549.69,2,720,56
201711,08/11/17,77155,88675/BRUNEL MOTORS ,143.24,2,700,58
201712,29/12/17,76246,90270/A.O.SMITH WATER HEATERS ,-3969.24,2,690,52
201602,11/02/16,59783,67679/ROBERT LEE(LONDON)LTD ,-28.34,2,720,56
201603,03/03/16,60187,67239/DAB PUMPS LIMITED ,927.05,2,720,56
201803,22/12/17,79074,92376/FLOWFLEX COMPONENTS LTD ,269.93,2,630,54
201703,21/03/17,70187,79554/ROBERT LEE(LONDON)LTD ,18.89,2,700,58
201610,06/10/16,66450,75386/ROBERT LEE(LONDON)LTD ,2.97,2,700,58
201607,18/07/16,63420,71727/SMITH BROTHERS STORES LTD ,5.28,2,700,58
201605,16/05/16,62006,70086/PLASSON UK LTD ,77.61,2,700,58
201704,06/07/17,JV5542,APRIL PAYMENTS ,12.12,2,211,4
201708,02/08/17,74227,84207/DAVROC LIMITED ,119.86,2,630,54
201802,01/02/18,78469,91696/CLAYGATE DISTRIBUTION LTD ,10.33,2,700,58
201706,12/06/17,72410,81993/METHVEN UK LIMITED ,-127.69,2,720,56
201701,24/01/17,68572,77824/ROBERT LEE(LONDON)LTD ,54.11,2,630,54
201609,16/09/16,65441,74081/N&C BUILDING PRODUCTS LTD ,-57.05,2,720,56
201604,29/04/16,61704,69879/BRETT MARTIN LTD ,-142.2,2,720,56
201710,28/11/17,75743,Consolidated PL Journal ,-6305.22,2,720,56
201708,18/08/17,73825,83689/WESTCO FLOW CONTROL LTD ,28.89,2,700,58
201702,07/02/17,69684,79075/WESTCO FLOW CONTROL LTD ,51.08,2,700,58
201609,16/09/16,65442,74082/N&C BUILDING PRODUCTS LTD ,73.12,2,700,58
201604,23/04/16,61705,69880/JOHN CRIBB AND SONS LIMITED ,11.47,2,700,58
201608,01/08/16,64129,72009/PROTYRE SALISBURY ,-171.21,2,690,52
201801,09/01/18,77764,90905/BROUGHTON CRANGROVE ,139.93,2,630,54
201707,27/07/17,73523,83534/CLAYGATE DISTRIBUTION LTD ,14.58,2,700,58
201702,28/02/17,69483,78827/DAVROC LIMITED ,24.85,2,630,54
201612,01/12/16,67564,75879/F&P WHOLESALE ,13764.02,2,720,56
201605,27/05/16,62514,70693/INTATEC LTD ,12.66,2,720,56
201601,19/01/16,59181,66845/ELLIOTT BROTHERS LTD ,86,2,630,54
201606,30/06/16,62918,71146/WH CYLINDERS ,585.33,2,720,56
201711,14/11/17,77058,89256/SCHNEIDER ELECTRIC CONTROLS UK ,1970.9,2,630,54
201706,28/06/17,72817,82633/ROBERT LEE(LONDON)LTD ,129.6,2,630,54
201702,01/02/17,69585,78947/DAVROC LIMITED ,-146.58,2,720,56
201610,06/10/16,66050,74886/GRANT ENGINEERING (UK) LTD ,140,2,630,54
201605,31/05/16,62414,70569/FLOWFLEX COMPONENTS LTD ,-12.66,2,720,56
201601,14/01/16,59182,66846/ELLIOTT BROTHERS LTD ,16,2,700,58
201711,29/11/17,77362,89723/VOGEL&NOOT PRODUCTS LTD ,-1120.93,2,720,56
201707,11/07/17,73020,82709/THE LAWTON TUBE CO LTD ,21.75,2,720,56
201702,10/01/17,69788,79445/BLANCO LIMITED ,102.72,2,700,58
201609,13/09/16,65647,74294/MONTROSE FURNITURE ,15,2,630,54
201606,14/06/16,62718,70928/MONTROSE FURNITURE ,41.54,2,700,58
201602,01/02/16,59385,67106/TOOLBANK(CURTIS HOLT) ,-9,2,700,58
201709,04/09/17,74939,85527/EASTBROOK CO ,-228,2,720,56
201803,05/03/18,79181,92489/MONTROSE FURNITURE ,27.67,2,700,58
201706,09/06/17,72415,82005/BROUGHTON CRANGROVE ,24.53,2,700,58
201702,20/02/17,69183,78342/HIB LTD ,29.85,2,700,58
201609,12/09/16,64941,73492/MAINCOR LTD ,67.71,2,630,54
201604,29/04/16,61305,69437/ROBERT LEE(LONDON)LTD ,-202.86,2,720,56
201601,31/01/16,58881,66469/DAVROC LIMITED ,6119.16,2,720,56
201712,13/12/17,76152,90165/JOULE UK ,-162.3,2,700,58
201803,21/03/18,79485,92973/INTERNATIONAL DECORATIVE SURFA ,-90.74,2,720,56
201705,09/05/17,71608,81099/SCHNEIDER ELECTRIC CONTROLS UK ,183.92,2,700,58
201701,04/01/17,68376,77408/ROBERT LEE(LONDON)LTD ,-142.42,2,720,56
201608,05/08/16,64235,72609/N.FROY AND SONS LIMITED ,-20.75,2,700,58
201707,03/07/17,72921,82338/MID-NORTH LTD ,274.54,2,720,56
201803,20/02/18,79082,92384/ZEHNDER GROUP UK LTD (RETAIL) ,34.44,2,700,58
201707,14/07/17,73326,83322/CORAM SHOWERS LIMITED ,61.8,2,700,58
201706,02/06/17,72316,81895/ZEHNDER GROUP UK LTD (RETAIL) ,-507.94,2,720,56
201701,16/01/17,68680,77944/JUST TAPS PLUS LTD ,-32.4,2,720,56
201609,23/09/16,65448,74088/SIMPSONS ,-295.6,2,720,56
201604,28/04/16,61307,69439/DAB PUMPS LIMITED ,40.23,2,700,58
201803,16/03/18,79285,92627/H&V CONTROLS LTD ,86.34,2,720,56
201706,13/06/17,72620,82264/BLANCO LIMITED ,177.6,2,630,54
201702,20/02/17,69186,78345/HIB LTD ,32.4,2,630,54
201609,22/09/16,65550,74189/SIMPSONS ,3,2,700,58
201604,21/04/16,61106,69050/ULTRA FINISHING LIMITED ,-43.16,2,720,56
201606,29/09/16,JV5350,JUNE PAYMENTS ,15380,2,500,50
201803,17/03/18,79488,92976/ELLIOTT BROTHERS LTD ,32.13,2,700,58
201703,31/03/17,70298,79805/GRANT WESTFIELD LIMITED ,45.82,2,700,58
201611,08/11/16,66965,75736/N.FROY AND SONS LIMITED ,256.34,2,630,54
201604,14/04/16,61107,69051/HIB LTD ,524,2,630,54
201607,29/09/16,JV5351,AUGUST SALES ,271567.71,2,600,53
201704,07/04/17,70905,80331/BYRETECH LTD ,-1517.82,2,720,56
201711,17/11/17,77368,89729/DHL BATHROOM SUPPLIES LTD ,20.9,2,700,58
201708,21/08/17,73834,83701/CALMAG YORKSHIRE LIMITED ,-249.96,2,720,56
201612,19/01/17,68077,77242/ROPER RHODES LIMITED ,118.92,2,690,52
201602,24/02/16,59593,67444/JOHN CRIBB AND SONS LIMITED ,-237.48,2,720,56
201709,08/09/17,74440,84945/SIMPSONS ,0,2,720,56
201711,08/11/17,76965,89157/ROBERT LEE(LONDON)LTD ,-37.53,2,700,58
201709,14/09/17,74542,85057/GRANT ENGINEERING (UK) LTD ,150,2,630,54
201712,14/12/17,76158,90171/MONTROSE FURNITURE ,-59.17,2,630,54
201607,29/09/16,JV5353,JULY PAYROLL ,-15710.4,2,740,57
201611,03/11/16,67270,76300/DAVROC LIMITED ,-108.36,2,720,56
201607,08/07/16,63937,72473/CLAYGATE DISTRIBUTION LTD ,6.33,2,700,58
201603,22/03/16,60705,68752/EASTBROOK CO ,-181.44,2,720,56
201801,31/01/18,78077,91247/PHOENIX  ,-182.75,2,690,52
201711,22/11/17,77168,89384/DHL BATHROOM SUPPLIES LTD ,-15.12,2,700,58
201803,26/03/18,79592,93117/MITCHELLS(MILLBROOK)LTD ,55.85,2,700,58
201706,01/06/17,72624,82277/SMART SHOWERS  ,150.84,2,630,54
201701,24/01/17,68584,77836/CONNECTIONS ,-48,2,720,56
201610,17/10/16,66362,75265/DAVROC LIMITED ,4.34,2,700,58
201603,02/03/16,60504,68322/MITCHELLS(MILLBROOK)LTD ,-509.01,2,720,56
201709,07/09/17,74443,84949/KUDOS SHOWER PRODUCTS LIMITED ,67.88,2,700,58
201704,12/04/17,71211,80847/HANSGROHE LIMITED ,62.29,2,630,54
201611,29/11/16,67171,76097/DAVROC LIMITED ,236.38,2,700,58
201608,05/08/16,64242,72624/SYDENHAMS ,404.11,2,211,4
201607,29/09/16,JV5357,JULY RECEIPTS ,-73.34,2,700,58
201603,02/03/16,60505,68323/A.P TECHNIK LTD ,34.01,2,700,58
201709,01/09/17,74747,85324/EMBRASS ,410.82,2,630,54
201704,12/04/17,71111,80717/BROUGHTON CRANGROVE ,-64.72,2,720,56
201611,07/11/16,67273,76303/HEATMISER UK LTD ,173.56,2,630,54
201607,29/09/16,JV5355,JULY DEPRECIATION ,2800,2,245,7
201603,03/03/16,60203,67255/THE FLOOR WARMING COMPANY ,126.5,2,720,56
201705,12/05/17,72223,81840/WOSHERWORLD ,67.3,2,630,54
201801,05/01/18,77474,90531/ROBERT LEE(LONDON)LTD ,49.02,2,630,54
201707,20/07/17,73132,82982/HANSGROHE LIMITED ,3.67,2,700,58
201612,07/12/16,67880,76973/N.FROY AND SONS LIMITED ,-224.48,2,720,56
201608,17/08/16,64345,72830/MITCHELLS(MILLBROOK)LTD ,358.19,2,630,54
201604,08/04/16,61416,69551/NATIONAL SHOWER SPARES ,246.19,2,630,54
201711,29/11/17,77273,89506/HIB LTD ,24.75,2,700,58
201801,23/01/18,78182,91378/ROBERT LEE(LONDON)LTD ,24.56,2,700,58
201704,07/04/17,71315,80953/MAINCOR LTD ,-4.92,2,720,56
201611,08/11/16,67275,76305/BRETT MARTIN LTD ,-1333.06,2,720,56
201603,24/03/16,60811,68861/HIB LTD ,258.76,2,630,54
201711,08/11/17,76769,88938/MITCHELLS(MILLBROOK)LTD ,206.64,2,630,54
201710,05/10/17,75255,85869/TALON LTD ,-133.96,2,720,56
201704,04/04/17,71316,80954/TIMOLEON LTD T/A OMNIE ,17.6,2,700,58
201612,13/12/16,67680,76751/MAINCOR LTD ,314.51,2,630,54
201607,25/07/16,63640,72157/SIMPSONS ,-162,2,720,56
201604,05/04/16,60913,68406/JOHN CRIBB AND SONS LIMITED ,-419.02,2,690,52
201601,18/01/16,58792,66375/H&V CONTROLS LTD ,152.14,2,720,56
201803,14/03/18,79093,92397/F&P WHOLESALE ,-1615.58,2,720,56
201707,28/07/17,73539,83550/SIMPSONS ,51.2,2,700,58
201703,24/03/17,70206,79573/EMBRASS ,-911.29,2,720,56
201610,11/10/16,66065,74901/BRETT MARTIN LTD ,-332,2,720,56
201606,07/06/16,62833,71057/BROUGHTON CRANGROVE ,-1.55,2,700,58
201601,13/01/16,59197,66861/CLAYGATE DISTRIBUTION LTD ,36.16,2,630,54
201802,16/02/18,78589,91848/IDEAL BATHROOMS ,123.64,2,630,54
201707,12/09/17,JV5562,JULY PREPAYMENTS ,400,2,230,6
201703,07/03/17,70510,80039/SMITH BROTHERS STORES LTD ,4.42,2,700,58
201611,12/01/17,67480,77164/ROBERT LEE(LONDON)LTD ,0,2,690,52
201606,30/06/16,63137,71402/NATIONAL SHOWER SPARES ,-68.34,2,720,56
201602,17/02/16,59400,67126/F&P WHOLESALE ,149.64,2,260,10
201707,12/09/17,JV5566,JULY PAYMENTS ,1347,2,610,55
201802,09/02/18,78489,91728/JCR TILING ,-550,2,720,56
201705,16/05/17,72228,81854/IDEAL BATHROOMS ,-7.4,2,630,54
201701,12/01/17,68491,77734/PHOENIX  ,28,2,700,58
201612,13/12/16,67683,76754/B.E.S LTD ,2.39,2,700,58
201605,27/05/16,62128,70235/N.FROY AND SONS LIMITED ,-127.89,2,180,2
201601,19/01/16,58795,66378/F&P WHOLESALE ,-26,2,630,54
201604,05/04/16,61017,68510/IDEAL STANDARD(UK)LTD ,98.21,2,720,56
201802,28/02/18,78995,92291/TAVISTOCK ,60.33,2,211,4
201705,04/05/17,72027,81605/ROBERT LEE(LONDON)LTD ,474.82,2,630,54
201701,03/01/17,68290,77322/WESTCO FLOW CONTROL LTD ,44.82,2,700,58
201608,26/08/16,64755,73412/CLAYGATE DISTRIBUTION LTD ,142.97,2,720,56
201603,21/03/16,60715,68762/ZEHNDER GROUP UK LTD (RETAIL) ,-137.94,2,720,56
201710,09/11/17,75663,88678/SALISBURY TILE STORE ,-140.98,2,690,52
201609,01/09/16,64856,72686/WOSHERWORLD ,-105.24,2,690,52
201712,12/12/17,76168,90192/ROBERT LEE(LONDON)LTD ,-79.2,2,720,56
201610,27/10/16,65968,74771/SIMPSONS ,19.77,2,700,58
201802,06/02/18,78390,91601/DAVROC LIMITED ,20.31,2,700,58
201704,18/04/17,71119,80725/FISCHER FIXINGS UK LTD ,116.98,2,630,54
201612,06/12/16,67584,76286/DHL BATHROOM SUPPLIES LTD ,-675.08,2,720,56
201603,02/03/16,60413,68230/ROBERT LEE(LONDON)LTD ,127.61,2,700,58
201710,23/10/17,75462,88302/DAVROC LIMITED ,106.84,2,630,54
201705,16/05/17,71625,81116/TALON LTD ,20.23,2,700,58
201612,06/12/16,67585,76287/DHL BATHROOM SUPPLIES LTD ,54.84,2,630,54
201608,04/08/16,64555,73069/KITSONS THERMAL SUPPLIES ,-224.3,2,720,56
201603,30/03/16,60717,68765/BROUGHTON CRANGROVE ,329.92,2,630,54
201607,27/07/16,63646,72163/SIMPSONS ,0,2,700,58
201801,19/01/18,77786,90929/ROBERT LEE(LONDON)LTD ,-59.45,2,720,56
201702,22/02/17,69707,79100/IDEAL BATHROOMS ,18.07,2,700,58
201707,17/07/17,73242,83232/EASTBROOK CO ,-213,2,720,56
201610,14/10/16,66172,75011/MAINCOR LTD ,185,2,630,54
201605,27/05/16,62536,70720/H&V CONTROLS LTD ,-1226.86,2,720,56
201601,15/01/16,58799,66382/N.FROY AND SONS LIMITED ,-18.08,2,630,54
201802,28/02/18,78797,92074/BRISTAN LTD ,-434.59,2,690,52
201712,16/12/17,76171,90195/B.E.S LTD ,83.94,2,720,56
201710,02/10/17,75262,85796/ZEHNDER GROUP UK LTD (RETAIL) ,5.28,2,700,58
201708,15/08/17,74253,84243/INTATEC LTD ,-251.82,2,720,56
201704,26/04/17,70920,80488/MITCHELLS(MILLBROOK)LTD ,145.62,2,630,54
201611,09/11/16,67284,76314/HYDRALECTRIC APPLIANCE CONTROL ,8.87,2,700,58
201607,13/07/16,63547,71865/JSC EDMUNDSON ELECTRICAL ,148.36,2,211,4
201602,12/02/16,59911,67812/DAVROC LIMITED ,-54.18,2,720,56
201603,03/03/16,60214,67266/H&V CONTROLS LTD ,4784.33,2,720,56
201802,09/02/18,78495,91734/INTERNATIONAL DECORATIVE SURFA ,-3.26,2,700,58
201706,16/06/17,72840,82656/ROBERT LEE(LONDON)LTD ,-5.12,2,720,56
201702,06/02/17,69204,78363/MITCHELLS(MILLBROOK)LTD ,69.95,2,700,58
201609,22/09/16,65467,74107/N.FROY AND SONS LIMITED ,31.63,2,700,58
201608,19/08/16,64255,72740/ROBERT LEE(LONDON)LTD ,-4.82,2,720,56
201603,23/03/16,60720,68768/H&V CONTROLS LTD ,1222.53,2,630,54
201803,02/11/17,79304,92775/F&P WHOLESALE ,32.48,2,630,54
201703,10/03/17,70417,79925/ROBERT LEE(LONDON)LTD ,83.05,2,630,54
201611,22/11/16,67185,76129/EASTBROOK CO ,7.8,2,700,58
201607,08/07/16,63448,71755/HIB LTD ,-331.19,2,720,56
201602,11/02/16,59913,67814/DAVROC LIMITED ,-271.74,2,720,56
201711,14/11/17,76881,89058/METHVEN UK LIMITED ,23.81,2,700,58
201709,13/09/17,74659,85196/DAVROC LIMITED ,-208.32,2,720,56
201803,12/03/18,79103,92407/WESTCO FLOW CONTROL LTD ,174.11,2,630,54
201704,07/04/17,71327,80966/METHVEN UK LIMITED ,258.45,2,630,54
201612,09/12/16,67994,77098/GLEDHILL BUILDING PRODUCTS LTD ,3.4,2,700,58
201705,04/05/17,71529,80482/IDEAL BATHROOMS ,439.8,2,720,56
201603,22/03/16,60722,68770/H&V CONTROLS LTD ,477.37,2,630,54
201609,30/09/16,65267,73882/TODAYS TOOLS LTD ,-443.18,2,690,52
201801,05/01/18,77589,90690/IDEAL BATHROOMS ,-100.91,2,720,56
201712,11/12/17,75974,89956/HANSGROHE LIMITED ,-7.71,2,700,58
201701,30/01/17,68601,77853/DAVROC LIMITED ,563.71,2,630,54
201609,06/09/16,65167,73749/CLAYGATE DISTRIBUTION LTD ,-85.31,2,630,54
201604,15/04/16,61329,69461/ROBERT LEE(LONDON)LTD ,14.51,2,630,54
201711,30/11/17,77388,89749/JUST TAPS PLUS LTD ,-312.33,2,720,56
201706,13/06/17,72844,82660/ROBERT LEE(LONDON)LTD ,175.45,2,630,54
201702,01/02/17,69612,78980/MJ ABBOTT LIMITED ,-99.79,2,720,56
201610,06/10/16,65774,74424/IMPEY UK LTD ,-3.7,2,700,58
201605,24/02/16,62542,70726/ROBERT LEE(LONDON)LTD ,11.77,2,700,58
201601,05/01/16,58603,66165/SMART SHOWERS  ,187.92,2,700,58
201711,22/09/17,77288,89526/SIMPSONS ,20,2,720,56
201708,23/11/17,JV5575,Aug payments ,1347.5,2,805,59
201710,23/10/17,75672,88688/MITCHELLS(MILLBROOK)LTD ,3.99,2,700,58
201706,03/06/17,72340,81919/ARISTON ,654.22,2,700,58
201711,30/11/17,77390,89407/THE ALARMING COMPANY ,600.38,2,211,4
201609,19/09/16,65472,74112/KUDOS SHOWER PRODUCTS LIMITED ,-137.26,2,720,56
201604,14/04/16,61533,69679/SIMPSONS ,106.25,2,630,54
201710,23/10/17,75673,88684/MITCHELLS(MILLBROOK)LTD ,400.63,2,630,54
201707,27/07/17,73553,83564/BROUGHTON CRANGROVE ,818.32,2,630,54
201702,17/02/17,69715,79108/DAVROC LIMITED ,32.06,2,700,58
201610,11/10/16,66079,74915/BLANCO LIMITED ,-21.28,2,720,56
201605,31/05/16,62443,70619/IMPEY UK LTD ,-490.13,2,720,56
201602,09/02/16,59514,67361/MELPASS LTD ,112.8,2,630,54
201712,19/12/17,76381,90409/HIB LTD ,-193.86,2,720,56
201803,10/04/18,79613,93139/IDEAL STANDARD(UK)LTD ,54.73,2,690,52
201705,09/05/17,72140,81730/MARFLOW ENGINEERING LTD ,83.25,2,700,58
201701,25/01/17,68504,77747/B.E.S LTD ,-170.88,2,720,56
201609,09/09/16,65171,73753/MASEFIELD-EPSON LTD ,25.2,2,720,56
201604,04/04/16,61030,68738/DAVROC LIMITED ,-214.58,2,630,54
201612,12/12/16,67697,76768/SIMPSONS ,155,2,630,54
201801,29/01/18,78200,91396/WATERLINE LIMITED ,217.38,2,630,54
201704,12/04/17,71232,80869/GRANT ENGINEERING (UK) LTD ,-1911,2,720,56
201608,12/08/16,64465,72962/SIMPSONS ,-222,2,720,56
201603,24/03/16,60627,68627/ROBERT LEE(LONDON)LTD ,35.55,2,630,54
201710,03/10/17,75272,85885/F&P WHOLESALE ,34.32,2,700,58
201707,11/07/17,73354,83354/METHVEN UK LIMITED ,40.54,2,700,58
201702,10/02/17,69617,78988/H&V CONTROLS LTD ,112.38,2,630,54
201610,18/10/16,66284,75184/KUDOS SHOWER PRODUCTS LIMITED ,33.68,2,700,58
201606,01/06/16,62749,70960/DAVROC LIMITED ,7.56,2,700,58
201601,22/01/16,59214,66878/BRETT MARTIN LTD ,64.87,2,630,54
201710,30/10/17,75677,88714/ROBERT LEE(LONDON)LTD ,103.92,2,630,54
201709,04/09/17,74264,84735/REVIVE ,-107.58,2,720,56
201702,21/02/17,69618,79001/ROBERT LEE(LONDON)LTD ,51,2,630,54
201610,27/10/16,66588,76266/SANEUX ,19.13,2,700,58
201606,23/06/16,63053,71308/DAVROC LIMITED ,-265.44,2,720,56
201602,20/01/16,59619,67472/MWD LTD ,124.07,2,630,54
201802,08/02/18,78506,91745/ELLIOTT BROTHERS LTD ,248.97,2,630,54
201705,04/05/17,72043,81621/WESTCO FLOW CONTROL LTD ,1.21,2,700,58
201701,04/01/17,68306,77338/H&V CONTROLS LTD ,-171.31,2,720,56
201608,03/08/16,64670,73254/MARFLOW ENGINEERING LTD ,75.35,2,700,58
201603,22/03/16,60832,68883/CLAYGATE DISTRIBUTION LTD ,-64.26,2,720,56
201711,02/11/17,76588,88527/FARMILOE ,-1278.88,2,690,52
201801,12/01/18,77699,90825/DAVROC LIMITED ,150.85,2,630,54
201705,10/05/17,71539,80990/DAVROC LIMITED ,422.4,2,720,56
201701,24/01/17,68509,77752/DAVROC LIMITED ,198.1,2,630,54
201609,14/09/16,64974,73525/WESTCO FLOW CONTROL LTD ,22.02,2,700,58
201604,27/04/16,61237,69338/SIMPSONS ,124.68,2,700,58
201711,15/11/17,77397,89758/CLAYGATE DISTRIBUTION LTD ,129.39,2,630,54
201706,26/06/17,72550,82188/H&V CONTROLS LTD ,18.58,2,720,56
201702,10/02/17,69217,78377/KUDOS SHOWER PRODUCTS LIMITED ,22.88,2,700,58
201609,30/08/16,65682,74443/SMART SHOWERS  ,-16.7,2,700,58
201605,26/05/16,62450,70626/TODAYS TOOLS LTD ,-296.74,2,720,56
201711,21/11/17,77297,89243/BRETT MARTIN LTD ,1152.17,2,630,54
201710,06/10/17,75479,88320/H&V CONTROLS LTD ,53.5,2,700,58
201709,28/11/17,JV5584,SEPT PAYMENTS ,19500,2,702,58
201706,23/06/17,72652,82442/N&C BUILDING PRODUCTS LTD ,76.34,2,630,54
201701,16/01/17,68713,77982/VOGEL&NOOT PRODUCTS LTD ,-880.96,2,720,56
201610,11/10/16,65986,74789/MONTROSE FURNITURE ,82.08,2,630,54
201605,31/05/16,62552,70736/JOHN CRIBB AND SONS LIMITED ,-372.28,2,720,56
201601,17/12/15,58815,66401/ARTIC HAYES ,-209.35,2,720,56
201710,12/10/17,75581,88589/MONARCH WATER LTD ,2482.21,2,630,54
201705,24/05/17,71946,81521/ASTROFLAME(FIRESEALS)LTD ,16.62,2,630,54
201701,04/01/17,68209,76676/FLOWFLEX COMPONENTS LTD ,2579.01,2,720,56
201608,12/08/16,64472,72969/GRANT ENGINEERING (UK) LTD ,1100,2,630,54
201604,14/04/16,61038,68747/GRANT ENGINEERING (UK) LTD ,-1096.53,2,175,2
201802,02/02/18,78309,91515/DAVROC LIMITED ,37.99,2,700,58
201705,31/05/17,72048,81634/SIMPSONS ,-199.6,2,720,56
201612,31/10/16,68109,77527/JUST TAPS PLUS LTD ,41.85,2,700,58
201608,03/08/16,64574,73091/N.FROY AND SONS LIMITED ,95.41,2,630,54
201605,04/05/16,62049,70138/FARMILOE ,32.31,2,700,58
201801,31/01/18,78108,91278/CLAYGATE DISTRIBUTION LTD ,8059.2,2,720,56
201704,04/04/17,71342,80982/METHVEN UK LIMITED ,-134.22,2,720,56
201612,13/12/16,67807,76886/F&P WHOLESALE ,-340.8,2,720,56
201711,23/11/17,77200,89426/SIMPSONS ,22.33,2,700,58
201605,10/05/16,61848,69868/SANEUX ,-24.36,2,630,54
201606,29/06/16,62959,71189/BOSWELL BROS (SALISBURY) ,52,2,700,58
201709,05/09/17,74978,85567/ROBERT LEE(LONDON)LTD ,18.14,2,700,58
201709,28/09/17,74878,85464/DAVROC LIMITED ,-148.97,2,720,56
201704,04/04/17,71343,80983/METHVEN UK LIMITED ,97.1,2,700,58
201611,09/11/16,67303,76333/VOGEL&NOOT PRODUCTS LTD ,-1124.84,2,720,56
201608,24/08/16,64273,72758/N.FROY AND SONS LIMITED ,347.06,2,630,54
201603,11/03/16,60334,68149/ROBERT LEE(LONDON)LTD ,79.2,2,630,54
201601,31/01/16,58819,66407/JSC EDMUNDSON ELECTRICAL ,-282.61,2,690,52
201709,31/10/17,75080,88383/JCR TILING ,-325,2,690,52
201603,03/03/16,60132,67184/ARISTON ,-2322.21,2,690,52
201802,05/02/18,78312,91520/ROBERT LEE(LONDON)LTD ,15.66,2,700,58
201706,05/06/17,72354,81935/ROBERT LEE(LONDON)LTD ,-143.45,2,720,56
201701,11/01/17,68314,77346/DAVROC LIMITED ,101.8,2,700,58
201802,28/02/18,78818,92095/EASTBROOK CO ,4030.22,2,720,56
201604,11/04/16,61446,69581/PITACS GROUP ,-203.28,2,720,56
201801,25/01/18,78010,91178/GRANT ENGINEERING (UK) LTD ,-53.56,2,720,56
201708,16/08/17,73870,83738/ROBERT LEE(LONDON)LTD ,0.84,2,700,58
201711,14/11/17,77001,89196/PRIMAFLOW LTD ,-157.28,2,720,56
201610,19/10/16,66093,74931/SIAMP UK LTD ,133.71,2,700,58
201605,03/05/16,62457,70633/KUDOS SHOWER PRODUCTS LIMITED ,-181.8,2,720,56
201601,20/01/16,59124,66788/MITCHELLS(MILLBROOK)LTD ,-255.48,2,720,56
201712,20/12/17,76395,90425/VOGEL&NOOT PRODUCTS LTD ,-291.94,2,720,56
201708,04/08/17,73871,83739/BSS GROUP PLC ,-527.98,2,720,56
201702,28/02/17,69629,79012/ROBERT LEE(LONDON)LTD ,22.02,2,700,58
201610,20/10/16,66296,75196/SMITH BROTHERS STORES LTD ,2.62,2,700,58
201607,12/07/16,63973,72510/EMBRASS ,-306.43,2,720,56
201601,20/01/16,59125,66789/MITCHELLS(MILLBROOK)LTD ,87.29,2,700,58
201602,04/02/16,59335,67004/SANEUX ,-3.54,2,700,58
201710,20/10/17,75588,88596/BROUGHTON CRANGROVE ,-3370.82,2,720,56
201707,25/07/17,73165,83015/DAVROC LIMITED ,-66,2,720,56
201703,21/03/17,70337,79844/BRISTAN LTD ,3.69,2,700,58
201610,26/10/16,66196,75064/MITCHELLS(MILLBROOK)LTD ,225.61,2,630,54
201606,06/06/16,62560,70712/ROBERT LEE(LONDON)LTD ,-47.48,2,630,54
201801,31/01/18,78114,91284/DAVROC LIMITED ,-6433.13,2,690,52
201710,04/10/17,75187,85798/JOULE UK ,1166,2,630,54
201710,20/10/17,75387,88199/ALTECNIC LTD ,258.19,2,630,54
201706,08/06/17,72762,82560/ROBERT LEE(LONDON)LTD ,14.79,2,630,54
201709,28/09/17,74883,85470/SIMPSONS ,17.93,2,700,58
