PRODUCT	ATT 1	ATT 2	ATT 3	ATT 5	ATT 6	ATT 7	ATT 9	ATT 10	ATT 11	ATT 13	ATT 14	ATT 15	ATT 20	ATT 22	ATT 31	ATT 32
EFFR2822	WRAS 28X22MM FTTG REDUCER EF6	201	23051	69	51	5270	5270	5800	0	2213	1		S	69132	1	
SFI15	SPEEDFIT 15MM SUPERSEAL TUBE SUPPORT	63	19160	28	21	3500	3500	6000	0	1400	1		S	STS15	50	
S10SW700H	MERLYN 10 SERIES SHOWER WALL INCLUDING WALL PROFILE & STABILISING BAR *700	47	13051	38715	34176	5340000	5340000	5500	0	2403000	1		S	S10SW700H	1	
SFP2225	SPEEDFIT 22MM X 25M  COIL B-PEX PIPE	63	19160	4871	4245	830400	830400	6000	0	332160	1		S	22BPEX-25C	1	
SFI22	SPEEDFIT 22MM SUPERSEAL TUBE SUPPORT	63	19160	40	26	4400	4400	6000	0	1760	1		S	STS22	25	
BRLMNEFSNKC	LEMON EASY FIT MONOBLOC SINK MIXER	108	21809	9720	8910	1350000	1350000	5450	0	614250	1		S	LMN EFSNK C	1	
7018I	1800X450 INDIRECT PTL G3 F JOULE	142	10152	29149	26777	3389500	3389500	5000	0	1694750	1		S	CC-B2118045FRA	1	
T149RTW	MERLYN TRUESTONE RECTANGULAR TRAY WHITE 1400 X 900	49	13051	40996	36190	5654700	5654700	5500	0	2544615	1		S	T149RTW	1	
GPTFE	PTFE GAS TAPE BS APPROVED 	215	11616	99	85	3700	3700		0	3700	1		S		50	
BBF018F804	AMPM LIKE THERMO COMPLETE KIT WITH VALVE & SLIDERAIL KIT	261	20120	15562	14132	2075000	2075000	5200	0	996000	1		S	F018+F804	1	
ROS1B	ROS1 114MMBLACK SQ.RUNNING OUTLET	21	61215	199	199	24800	24800	6048	0	9800	1		S	ROS1B	1	
SFI28	SPEEDFIT 28MM SUPERSEAL TUBE SUPPORT	63	19160	52	38	7200	7200	6000	0	2880	1		S	STS28	10	
MCV33WM	TWIN HOSE CONNECTOR TO SUIT STANDPIPE TRAPS APP TRAP	191	18150	495	445	49900	49900	3600	0	31936	1		S	V33WM	1	
POT613AS	ASPECT 550MM 1TH SEMI RECESSED BASIN	72	11011	8450	7800	1300000	1300000	6000	0	520000	1		S	POT613AS	1	
ROS2B	ROS2 114MMBLACK SQ.STOPEND OUTLET	21	61215	239	239	28900	28900	6055	0	11401	1		S	ROS2B	1	
BBA18CHR	BURLINGTON SHELF WITH RAIL	262	20120	7189	6473	991700	991700	5500	0	446265	1		S	A18CHR	1	
SFP2250	SPEEDFIT 22MM X 50M  COIL B-PEX PIPE	63	19160	9645	8745	1660600	1660600	6000	0	664240	1		S	22BPEX-50C	1	
BBAN24QT	BURLINGTON QT ANGLESEY WALL BATH FILLER	262	20120	0	0	2991700	2991700	1000	0	2692530	1		S	AN24-QT	1	
BBARCV23CHR	ARCADE CHROME SOAP BASKET FOR VERTICAL RISER COMPRISING OF:	262	20120	2658	2393	366700	366700	5500	0	165015	1		S	ARCV23.CHR	1	
CT282822	COMP 28 X 28 X 22MM TEE RED BRANCH KITE	61	61216	398	298	19200	19200	0	0	19200	1		S	P702.20	1	
LFSOLDER	LEADFREE SOLDER  500G 	215	16180	920	853	69000	69000	0	0	69000	1		S		20	
K132000	BARLO COMPACT-B 300X2000SC Q11320CB 3822 BTU	1	20118	5684	5184	1296200	1296200	7800	0	285164	1		S	Q11320CB	1	
EFA1514	15MMX1/4" MI END FEED ADAPTOR PER 1	206	23051	0	79	7900	7900	5200	0	3792	1		S	37014	1	
WES47001	BATH POP-UP ASSEMBLY CP PER 1	219	23051	0	0	125200	125200	5200	0	60096	1		S	47001	1	
FUR314IK	IKON 400MM TALL STORAGE UNIT LH - WHITE	91	11011	18903	17449	2908300	2908300	6000	0	1163320	1		S	FUR314IK	1	
EFRT352815	WRAS 35X28X15MM RED TEE EF27	201	23051	987	712	98740	98740	5800	0	41470	1		S	69268	1	
4217I7	1050X450 IND E7 PTL G3 F JOULE	142	10152	18900	16900	2512600	2512600	5000	0	1256300	1		S	CC-B3110545FEA	1	
Q11418PH	QUINN LIGNA 400X1800SC Q11418PH	5	17181	14639	13355	2568300	2568300	7000	0	770490	1		S	Q11418PH	1	
M108271CL	MERLYN 10 SERIES SLIDING DOOR LEFT HAND 1600	42	13051	96809	85459	13353100	13353100	5500	0	6008895	1		S	M108271CL	1	
EFRT352822	WRAS 35X28X22MM RED TEE EF27	201	23051	675	525	67549	67549	5800	0	28370	1		S	69221	1	
Q11418PL	QUINN COMPLA 400X1800SC Q11418PL	5	17181	16442	14948	2989600	2989600	7000	0	896880	1		S	Q11418PL	1	
CCMI35114	COMP 35MMX1.1/4" MI ADAPTOR KITE STRAIGHT 	61	61216	449	324	18500	18500	0	0	18500	1		S	P902.24	1	
M108271CR	MERLYN 10 SERIES SLIDING DOOR RIGHT HAND 1600	42	13051	96809	85459	13353100	13353100	5500	0	6008895	1		S	M108271CR	1	
EFRT352828	WRAS 35X28X28MM RED TEE EF27	201	23051	530	399	53061	53061	5800	0	22285	1		S	69212	1	
UD65650	BRASS RADIATOR KEY PACK 2	221	23051	149	109		6100	0	0	6100	1		S	06501	1	
Q22504PH	QUINN LIGNA 500X400DC Q22504PH	5	17181	8438	7698	1480400	1480400	7000	0	444120	1		S	Q22504PH	1	
BBA5533364	AMPM BLISS TOILET BRUSH WITH HOLDER	261	20120	3437	3121	458300	458300	5200	0	219984	1		S	A5533364	1	
BRCAP2SHXARC	CAPRI2 THERMOSTATIC SURFACE MOUNTED SHOWER VALVE WITH ADJUSTABLE RISER CHROME	110	21809	9900	9900	2083300	2083300	6784	0	669989	1		S	CAP2 SHXAR C	1	
EFRT352835	WRAS 35X28X35MM RED TEE EF26	201	23051	864	605	86465	86465	5800	0	36315	1		S	69204	1	
Q22504PL	QUINN COMPLA 500X400DC Q22504PL	5	17181	9365	8514	1702900	1702900	7000	0	510870	1		S	Q22504PL	1	
UD65660	ALLOY RADIATOR KEY PACK 2 	221	23051	148	123		5100	0	0	5100	1		S	06502	1	
M65211	MERLYN 6 SERIES CORNER DOOR 800	46	13051	42793	37776	5902600	5902600	5500	0	2656170	1		S	M65211	1	
BRPM2SHC3STPC	PRISM THERMOSTATIC RECESSED DUAL CONTROL THREE CONTROL SHOWER WITH TWO STOPCOCKS	110	21809	23099	21174	3208300	3208300	5450	0	1459776	1		S	PM2 SHC3STP C	1	
MCPM16F1	STRAIGHT PRESS TO FEMALE THREAD 16X1/2	121	13010	414	366	48800	48800	5500	0	21960	1		S	PM16F1	1	1
CEMI221	COMP 22MM X1" MI ELBOW KITE	61	61216	334	234	11700	11700	0	0	11700	1		S	P802.13	1	
MCPM16F2	STRAIGHT PRESS TO FEMALE THREAD 16X3/4	121	13010	446	393	52500	52500	5500	0	23625	1		S	PM16F2	1	1
M65221	MERLYN 6 SERIES CORNER DOOR 900	46	13051	47097	41575	6496200	6496200	5500	0	2923290	1		S	M65221	1	
BBAN25QT	BURLINGTON QT ANGLESEY DECK ANGLED BATH FILLER	262	20120	0	0	2991700	2991700	1000	0	2692530	1		S	AN25-QT	1	
BBCR1975	BRITTON CLOAKROOM RH 1TH DEEP 500 BASIN (BASIN IS 305 DEEP)	262	20120	9062	8160	1250000	1250000	5500	0	562500	1		S	CR.1975	1	
BBCR1976	BRITTON CLOAKROOM LH 1TH DEEP 500 BASIN (BASIN IS 305 DEEP)	262	20120	9062	8160	1250000	1250000	5500	0	562500	1		S	CR.1976	1	
BRALPBASC	ALP BASIN MIXER CHROME	102	21809	9599	8799	1333300	1333300	7150	0	379990	1		S	ALP BAS C	1	
4218D7	1050X450 DIR E7 PTL G3 F JOULE	142	10152	18452	16950	2145600	2145600	5000	0	1072800	1		S	CC-B3010545FEA	1	
BRMT503CPISO	GUMMERS 15MM THERMOSTATIC MIXING VALVE WITH ISOLATION	110	21809	9180	8415	1275000	1275000	5450	0	580125	1		S	MT503CP-ISO	1	
BBBICYSHELF	OAK SHELF FOR PASHLEY BICYCLE PRECUT FOR ARCADE 600 BASIN. SHELF 840 X 550 X 45MM	262	20120	35585	32041	4908300	4908300	5500	0	2208735	1		S	BICYSHELF	1	
UD65700	NYLON SEAT AND WASHER HP PACK 5	221	23051	184	135		5700	0	0	5700	1		S	23400	1	
4218DC	1050X450 DIR COMBI PTL G3 F JOULE	142	10152	20255	18500	2538800	2538800	5000	0	1269400	1		S	CCCB3010545FRA	1	
UD65702	BALLVALVE REPAIR KIT PACK 1 	221	23051	269	225		10400	0	0	10400	1		S	23402	1	
BBA5033464	AMPM INSPIRE TOILET BRUSH WITH HOLDER	261	20120	3812	3462	508300	508300	5200	0	243984	1		S	A5033464	1	
UD65710	NYLON LEVER ARM PACK 1 	221	23051	135	95		4400	0	0	4400	1		S	50805	1	
BRFZSHXMMCTFFC	FRENZY COOL TOUCH BAR MIXER WITH FAST FIT CONNECTIONS AND MULTI MODE KIT	110	21809	7150	6600	1300000	1300000	6077	0	509990	1		S	FZ SHXMMCTFF C	1	
QS7010RAL	QUINN ADAGIO V S70 2000X840 QS7010RAL	5	17181	35851	32864	5975300	5975300	6250	0	2240737	1		S	QS7010RAL	1	
BBARCV22NKL	ARCADE EXTENDED VERTICAL RISER (WITH TWO ADJUSTABLE WALL FIXING BRACKETS)	262	20120	16252	14633	2241700	2241700	5500	0	1008765	1		S	ARCV22.NKL	1	
BBT31CHR	BURLINGTON LOWLEVEL FLUSH PIPE KIT ONLY	262	20120	4531	4080	625000	625000	5500	0	281250	1		S	T31CHR	1	
WES47090	BASIN PLUG CHROME PER 1	219	23051	0	0	8600	8600	5200	0	4128	1		S	47090	1	
Z9120G	ZAMORI SLATE TRAY PANEL PACK C - 2 BOXES	181	14061	6696	6229	958300	958300	5500	0	431235	1		S	Z9120G	1	
WES47094	BATH PLUG CHROME PER 1	219	23051	0	0	10500	10500	5200	0	5040	1		S	47094	1	
BRJSFSNKEFC	JAVA SINGLE FLOW EASYFIT SINK MIXER	108	21809	4399	3999	280000	280000	0	0	280000	1		S	J SFSNK EF C	1	
CEMI281	COMP 28MM X1" MI ELBOW KITE	61	61216	334	234	13300	13300	0	0	13300	1		S	P802.14	1	
WES47098	10" BALL CHAIN & STAY CP PER 1	219	23051	0	0	6000	6000	5200	0	2880	1		S	47098	1	
Z9121G	ZAMORI SLATE TRAY PANEL PACK K - 2 BOXES	181	14061	6696	6229	958300	958300	5500	0	431235	1		S	Z9121G	1	
UD65730	SMALL @ LARGE C HOOK PACK 1	221	23051	155	125		7000	0	0	7000	1		S	50855	1	
BRJBASSWC	JAVA BASIN MIXER WITH SIDE ACTION POP-UP WASTE	102	21809	9419	8634	1308300	1308300	5450	0	595276	1		S	J BASSW C	1	
MCPM16M1	STRAIGHT PRESS TO MALE THREAD 16X1/2	121	13010	317	280	37400	37400	5500	0	16830	1		S	PM16M1	1	1
FUR315IK	IKON WALL HUNG CLOAKROOM UNIT RH 400MM - WHITE	91	11011	9441	8715	1452500	1452500	6000	0	581000	1		S	FUR315IK	1	
MCPM16M2	STRAIGHT PRESS TO MALE THREAD 16X3/4	121	13010	447	395	52700	52700	5500	0	23715	1		S	PM16M2	1	1
WES47107	18"BALL CHAIN & S HOOKS CP PER 1	219	23051	0	0	5700	5700	5200	0	2736	1		S	47107	1	
BRVALDSMCCD	LEVER DECK SINK MIXER CHROME PLATED WITH CERAMIC DISC VALVES	108	21809	6899	6324	958300	958300	7898	0	201434	1		S	VAL DSM C CD	1	
Q21418PH	QUINN LIGNA 400X1800DP+ Q21418PH	5	17181	14808	13509	2598000	2598000	7000	0	779400	1		S	Q21418PH	1	
UD65740	CLOSE COUPLING KIT PACK	221	23051	485	465		23000	0	0	23000	1		S	50812	1	
Q21418PL	QUINN COMPLA 400X1800DP+ Q21418PL	5	17181	21368	19426	3885200	3885200	7000	0	1165560	1		S	Q21418PL	1	
QMC406RAL	QUINN FORZA 4 COL 600X1380 QMC406RAL	5	17181	47476	43824	7304000	7304000	6250	0	2739000	1		S	QMC406RAL	1	
QPLV03DRAL	QUINN PLAZA D 2000X595 QPLV03DRAL	5	17181	23006	21237	3539500	3539500	6250	0	1327312	1		S	QPLV03DRAL	1	
4218IC	1050X450 IND COMBI PTL G3 F JOULE	142	10152	23879	21935	2776700	2776700	5000	0	1388350	1		S	CCCB3110545FRA	1	
QD7003RAL	QUINN ADAGIO V D70 2000X600 QD7003RAL	5	17181	54292	49767	9048700	9048700	6250	0	3393262	1		S	QD7003RAL	1	
WES47125	10" BALL CHAIN & STAY L/G PER 1	219	23051	0	0	14200	14200	5200	0	6816	1		S	47125	1	
BBL1B	CLEARWATER / BURLINGTON LUXURY BLACK CLAW BATH FEET (SET OF 4)	262	20120	0	0	2158300	2158300	1000	1000	1748223	1		S	L1B	1	
BBL1C	CLEARWATER / BURLINGTON LUXURY CHROME CLAW BATH FEET (SET OF 4)	262	20120	0	0	2158300	2158300	1000	1000	1748223	1		S	L1C	1	
MAGCH	MAGNACLEAN 1 CHEMICAL PACK 	354	11616	8295	7295		344000	0	0	344000	1		S	FL10301868	1	
BRN2SHC3STPC	1901 THERMOSTATIC RECESSED DUAL CONTROL THREE CONTROL SHOWER WITH TWO STOPCOCKS	110	21809	23099	21174	3208300	3208300	5450	0	1459776	1		S	N2 SHC3STP C	1	
BRN2SHC3STPG	1901 THERMOSTATIC RECESSED DUAL CONTROL THREE CONTROL SHOWER WITH TWO STOPCOCKS	110	21809	26220	24035	3641700	3641700	5450	0	1656973	1		S	N2 SHC3STP G	1	
BBBURT6CHR	BURLINGTON TOWEL RAIL FOR 510 SQUARE BASIN (EDWARDIAN & VICTORIAN CLOAKROOM BASINS)	262	20120	4531	4080	625000	625000	5500	0	281250	1		S	BUR.T6CHR	1	
BBL2B	CLEARWATER / BURLINGTON LUXURY BLACK ARC BATH FEET (SET OF 4)	262	20120	0	0	2158300	2158300	1000	1000	1748223	1		S	L2B	1	
BBL2C	CLEARWATER / BURLINGTON LUXURY CHROME ARC BATH FEET (SET OF 4)	262	20120	0	0	2158300	2158300	1000	1000	1748223	1		S	L2C	1	
S3000	S3000L STORMSAVER ECO 10COMPLETE	21	61215	0	0	26241200	26241200	1198	0	23097504	1		S	S3000	1	
BBL3B	CLEARWATER / BURLINGTON LUXURY BLACK CLASSIC BATH FEET (SET OF 4)	262	20120	0	0	2158300	2158300	1000	1000	1748223	1		S	L3B	1	
BRR12AC	BASIN TAP REVIVER WITH ACRYLIC HANDLES	102	21809	1260	1155	175000	175000	7160	0	49700	1		S	R 1/2 AC	1	
BBL1W	CLEARWATER / BURLINGTON LUXURY WHITE CLAW BATH FEET (SET OF 4)	262	20120	0	0	2158300	2158300	1000	1000	1748223	1		S	L1W	1	
BBL3C	CLEARWATER / BURLINGTON LUXURY CHROME CLASSIC BATH FEET (SET OF 4)	262	20120	0	0	2158300	2158300	1000	1000	1748223	1		S	L3C	1	
QHP22S24RAL	QUINN SLIEVE HDC 578X1200 QHP22S24RAL	5	17181	36822	33475	6695000	6695000	6250	0	2510625	1		S	QHP22S24RAL	1	
BBAN26QT	BURLINGTON QT ANGLESEY WALL ANGLED BATH FILLER	262	20120	0	0	2991700	2991700	1000	0	2692530	1		S	AN26-QT	1	
L128RT	MERLYN LEVEL 25 1200X800 RECTANGLE 1200 X 800	50	13051	17327	15296	2390000	2390000	5500	0	1075500	1		S	L128RT	1	
BBARC62NKL	ARCADE NICKEL PICCADILLY HEIGHT EXTENSION KIT	262	20120	16856	15177	2325000	2325000	5500	0	1046250	1		S	ARC62.NKL	1	
BBL2W	CLEARWATER / BURLINGTON LUXURY WHITE ARC BATH FEET (SET OF 4)	262	20120	0	0	2158300	2158300	1000	1000	1748223	1		S	L2W	1	
BBL3W	CLEARWATER / BURLINGTON LUXURY WHITE CLASSIC BATH FEET (SET OF 4)	262	20120	0	0	2158300	2158300	1000	1000	1748223	1		S	L3W	1	
BRR12CH	TAP REVIVER 1/2 CROSSHEAD CHROME	102	21809	3900	3575	541700	541700	5450	0	246473	1		S	R 1/2 CH	1	
A0417C0N	MERLYN F) VERTICAL POST MAX 3000	47	13051	9633	8503	1328700	1328700	5500	0	597915	1		S	A0417C0 N	1	
BB7005001	AQUALISA THERM VALVE CONC BRASS/CP	262	20120	31755	28592	4380000	4380000	4000	0	2628000	1		S	700.50.01	1	
MCDMBP01F	1" BLANKING PLUG - FEMALE	121	13010	348	307	41000	41000	5500	0	18450	1		S	DMBP01F	1	1
FUR316IK	IKON FLOOR STANDING CLOAKROOM UNIT RH 400MM - WHITE	91	11011	9982	9214	1535800	1535800	6000	0	614320	1		S	FUR316IK	1	
Q11420PH	QUINN LIGNA 400X2000SC Q11420PH	5	17181	16340	14907	2866800	2866800	7000	0	860040	1		S	Q11420PH	1	
MCDMBP01M	1" BLANKING PLUG - MALE	121	13010	361	318	42500	42500	5500	0	19125	1		S	DMBP01M	1	1
Q11420PL	QUINN COMPLA 400X2000SC Q11420PL	5	17181	17899	16272	3254500	3254500	7000	0	976350	1		S	Q11420PL	1	
FMPROSY080	FLUIDMASTER PRO 8" FLUSH SYPHON	263	18150	500	395	29900	29900	1000	0	26910	1		S	PROSY080	1	
Q22506PH	QUINN LIGNA 500X600DC Q22506PH	5	17181	9835	8973	1725600	1725600	7000	0	517680	1		S	Q22506PH	1	
MS88231	MERLYN 8 SERIES SLIDING DOOR INCLUDING MSTONE TRAY 1000	45	13051	64242	56710	8861000	8861000	5500	0	3987450	1		S	MS88231	1	
BBW30A180080WA	AMPM SENSATION 1800 X 800 BATH ORDER LEGS SEPERATELY	261	20120	39812	36154	5308300	5308300	5200	0	2547984	1		S	W30A-180-080W-A	1	
BBM1B	NOUVEAU SURROUND ONLY	262	20120	25616	23065	3533300	3533300	5500	0	1589985	1		S	M1B	1	
Q22506PL	QUINN COMPLA 500X600DC Q22506PL	5	17181	11447	10406	2081300	2081300	7000	0	624390	1		S	Q22506PL	1	
K26300	BARLO COMPACT-B 600X300DC Q22603CB 1959 BTU	1	20118	2026	1826	493700	493700	7800	0	108614	1		S	Q22603CB	1	
FMPROSY090	FLUIDMASTER PRO 9" FLUSH SYPHON	263	18150	500	395	29900	29900	1000	0	26910	1		S	PROSY090	1	
MCPM2020	PRESS COUPLER 20X20MM	121	13010	498	440	58700	58700	5500	0	26415	1		S	PM2020	1	1
MS88241	MERLYN 8 SERIES SLIDING DOOR INCLUDING MSTONE TRAY 1200	45	13051	64899	57290	8951700	8951700	5500	0	4028265	1		S	MS88241	1	
BBM2B	NOUVEAU PETITE SURROUND ONLY	262	20120	25616	23065	3533300	3533300	5500	0	1589985	1		S	M2B	1	
BRVAXSNKC	5412 CROSS TOP MONOBLOC SINK MIXER CHROME PLATED	108	21809	6899	6324	958300	958300	7652	0	225008	1		S	VAX SNK C	1	
BBM1N	CLEARGREEN NOUVEAU 1780X810 BATH ONLY	262	20120	31718	28560	4375000	4375000	5500	0	1968750	1		S	M1N	1	
BBW30A180080WR	AMPM SENSATION 1800X800 FRAME INCL. KIT	261	20120	16625	15097	2216700	2216700	5200	0	1064016	1		S	W30A-180-080W-R	1	
MS88251	MERLYN 8 SERIES SLIDING DOOR INCLUDING MSTONE TRAY 1100	45	13051	65065	57436	8974500	8974500	5500	0	4038525	1		S	MS88251	1	
BBW30A180080WU	AMPM SENSATION BATH WASTE (FOR 1800X800) WITH OVERFLOW	261	20120	10312	9365	1375000	1375000	5200	0	660000	1		S	W30A-180-080W-U	1	
BBM2N	CLEARGREEN NOUVEAU PETITE 1500X800 BATH	262	20120	31718	28560	4375000	4375000	5500	0	1968750	1		S	M2N	1	
A0611RFB	MERLYN 8 SERIES FRAMELESS HINGE & INLINE INCLUDING MSTONE TRAY 1000+	43	13051	77880	68749	10742100	10742100	5500	0	4833945	1		S	A0611RFB	1	
FL70CI	FL70 70MM "CI" FLEUR DE LIS MOTIF	21	61215	0	0	89100	89100	4714	0	47098	1		S	FL70CI	1	
BBAN27QT	BURLINGTON QT ANGLESEY 2H ARCH BASIN MIXER CURVED SPOUT (200MM CENTRES)	262	20120	0	0	2575000	2575000	1000	0	2317500	1		S	AN27-QT	1	
MS88261	MERLYN 8 SERIES SLIDING DOOR INCLUDING MSTONE TRAY 1500	45	13051	90372	79777	12465200	12465200	5500	0	5609340	1		S	MS88261	1	
BBM4B	SATURN SURROUND ONLY	262	20120	25616	23065	3533300	3533300	5500	0	1589985	1		S	M4B	1	
L129RT	MERLYN LEVEL 25 1200X900 RECTANGLE 1200 X 900	50	13051	18052	15936	2490000	2490000	5500	0	1120500	1		S	L129RT	1	
BBMD301BAR	AQUALISA MIDAS 300 LOW PRESSURE SHOWER EXP SYSTEM WITH KIT (EXCL. EASY FIT BRACKET)	262	20120	24577	22129	3390000	3390000	4000	0	2034000	1		S	MD301BAR	1	
BRDSCBFC	DESCENT BF CHROME	102	21809	18000	16500	2500000	2500000	6600	0	850000	1		S	DSC BF C	1	
MS88271	MERLYN 8 SERIES SLIDING DOOR INCLUDING MSTONE TRAY 1600	45	13051	95309	84135	13146200	13146200	5500	0	5915790	1		S	MS88271	1	
BBM4N	CLEARGREEN SATURN 1690X750 BATH ONLY	262	20120	31718	28560	4375000	4375000	5500	0	1968750	1		S	M4N	1	
A0611RHB	MERLYN 8 SERIES FRAMELESS HINGE & INLINE INCLUDING MSTONE TRAY 1000	43	13051	77880	68749	10742100	10742100	5500	0	4833945	1		S	A0611RHB	1	
BRMLBSNKBLK	MELBA SNK BLACK	108	21809	9000	8250	1250000	1250000	5450	0	568750	1		S	MLB SNK BLK	1	
MS88281	MERLYN 8 SERIES SLIDING DOOR INCLUDING MSTONE TRAY 1700	45	13051	103906	91724	14331900	14331900	5500	0	6449355	1		S	MS88281	1	
BRTS4753ECP	GUMMERS 22MM THERMOSTATIC MIXING VALVE	110	21809	88380	81015	12275000	12275000	5450	0	5585125	1		S	TS4753ECP	1	
BRR12MT	BASIN TAP REVIVER WITH METAL HANDLES	102	21809	1350	1237	187500	187500	7051	0	55293	1		S	R 1/2 MT	1	
MS88291	MERLYN 8 SERIES SLIDING DOOR INCLUDING MSTONE TRAY 1400	45	13051	85267	75270	11761000	11761000	5500	0	5292450	1		S	MS88291	1	
RWFDDU50D	BATHROOM DOOR AND DRAWER UNIT 500 (330 DEEP)	92	11011	8775	8100	1350000	1350000	6000	0	540000	1		S	RWFDDU50D	1	
BB7005101	AQUALISA THERM VALVE EXP BRASS/CP	262	20120	31755	28592	4380000	4380000	4000	0	2628000	1		S	700.51.01	1	
HEPFIS1512	HEP2O BRASS ADAPTER 15X1/2 SP/TF	251	23012	177	177	28100	28100	4800	1500	12420	1		S	HX30/15W	1	
M87211	MERLYN 8 SERIES FOLDING SHOWERWALL 800	47	13051	43427	38336	5990000	5990000	5500	0	2695500	1		S	M87211	1	
K241000	BARLO COMPACT-B 400X1000DC Q22410CB 4744 BTU	1	20118	4575	4176	1088700	1088700	7800	0	239514	1		S	Q22410CB	1	
FUR317IK	IKON 400MM TALL STORAGE UNIT RH - WHITE	91	11011	18903	17449	2908300	2908300	6000	0	1163320	1		S	FUR317IK	1	
BBA8033400	AMPM LIKE TOILET BRUSH WITH HOLDER	261	20120	2593	2355	345800	345800	5200	0	165984	1		S	A8033400	1	
M87221	MERLYN 8 SERIES FOLDING SHOWERWALL 900	47	13051	46255	40832	6380000	6380000	5500	0	2871000	1		S	M87221	1	
BRSAIBFC	SAIL BATH FILLER CHROME	102	21809	12600	11550	1750000	1750000	5450	0	796250	1		S	SAI BF C	1	
BBN12	CLEARWATER NATURAL SRT 1690X800 LACRIMA	262	20120	0	0	21041700	21041700	1000	1000	17043777	1		S	N12	1	
BBN13	CLEARWATER NATURAL SRT 1690X750 NINFEA	262	20120	0	0	20825000	20825000	1000	1000	16868250	1		S	N13	1	
BBN14	CLEARWATER NATURAL SRT 1600X800 NEBBIA (WASTE INC)	262	20120	0	0	21041700	21041700	1000	1000	17043777	1		S	N14	1	
BRVALHNKCCD	LEVER HIGH NECK PILLAR TAPS CHROME PLATED WITH CERAMIC DISC VALVES	108	21809	3000	2750	416700	416700	7382	0	109092	1		S	VAL HNK C CD	1	
BRDSC1HBFC	DESCENT 1HBF CHROME	102	21809	13800	12650	1916700	1916700	5450	0	872098	1		S	DSC 1HBF C	1	
BRRSSNKEFBN	RENAISSANCE EASYFIT SINK MIXER BRUSHED NICKEL	108	21809	19200	17600	2666700	2666700	5450	0	1213348	1		S	RS SNK EF BN	1	
BBN17	CLEARWATER NATURAL SRT 1700X750 VIGORE	262	20120	0	0	21041700	21041700	1000	1000	17043777	1		S	N17	1	
M87231	MERLYN 8 SERIES FOLDING SHOWERWALL 1000	47	13051	47777	42176	6590000	6590000	5500	0	2965500	1		S	M87231	1	
BBN18	CLEARWATER NATURAL SRT 1550X750 ARMONIA	262	20120	0	0	21041700	21041700	1000	1000	17043777	1		S	N18	1	
BBN19	CLEARWATER NATURAL SRT 1700X750 LONIO	262	20120	0	0	21041700	21041700	1000	1000	17043777	1		S	N19	1	
BBA1034100	AMPM ADMIRE PAPER HOLDER	261	20120	14375	13054	1916700	1916700	5200	0	920016	1		S	A1034100	1	
BRN2ROLLC	1901 TOILET ROLL HOLDER	101	21809	1589	1457	220800	220800	5450	0	100464	1		S	N2 ROLL C	1	
K26400	BARLO COMPACT-B 600X400DC Q22604CB 2612 BTU	1	20118	2345	2145	602300	602300	7800	0	132506	1		S	Q22604CB	1	
D100Q	MERLYN MSTONE QUADRANT TRAY [INCLUDING WASTE] 1000	51	13051	14924	13174	2058500	2058500	5500	0	926325	1		S	D100Q	1	
BRN2ROLLG	1901 TOILET ROLL HOLDER	101	21809	2520	2310	350000	350000	5450	0	159250	1		S	N2 ROLL G	1	
BRR12SL	TAP REVIVER 1/2 SINGLE LEVER CHROME	102	21809	3119	2859	433300	433300	5450	0	197151	1		S	R 1/2 SL	1	
BRR12TC	BASIN TAP REVIVER WITH TRADITIONAL HANDLES	102	21809	3119	2859	433300	433300	7577	0	104988	1		S	R 1/2 TC	1	
RPM2B	RPM2 50MM BL. MINIFLO DOWNPIPE 2M	21	61215	782	682	85300	85300	5158	0	41302	1		S	RPM2B	1	
BBARCA2CHR	ARCADE CHROME WALL MOUNTED CHINA MUG & HOLDER	262	20120	3927	3536	541700	541700	5500	0	243765	1		S	ARCA2.CHR	1	
A0611SFB	MERLYN 8 SERIES FRAMELESS HINGE & INLINE INCLUDING MSTONE TRAY 1100+	43	13051	82395	72735	11364900	11364900	5500	0	5114205	1		S	A0611SFB	1	
BBAN28QT	BURLINGTON QT ANGLESEY 2H ARCH BASIN MIXER CURVED SPOUT FOR B14/B16 BASINS ONLY	262	20120	0	0	2575000	2575000	1000	0	2317500	1		S	AN28-QT	1	
BBM10B	AQUACAB BLACK 500 MIRROR WITH LED LIGHTS	262	20120	15043	13545	2075000	2075000	5500	0	933750	1		S	M10B	1	
A0611SHB	MERLYN 8 SERIES FRAMELESS HINGE & INLINE INCLUDING MSTONE TRAY 1100	43	13051	82395	72735	11364900	11364900	5500	0	5114205	1		S	A0611SHB	1	
POWERFLUX100	POWERFLOW FLUX MEDIUM 100G 	215	16180	445	445	71800	71800	5400	0	33028	1		S	50025102	5	
EFSC15	WRAS 15MM SLIP COUPLING EF1S	201	23051	24	19	1915	1915	5800	0	804	1		S	69108	1	
BBM10G	AQUACAB GREY 500 MIRROR WITH LED LIGHTS	262	20120	15043	13545	2075000	2075000	5500	0	933750	1		S	M10G	1	
L8025	LD8025 L8025 80MMX25M COIL BL. LD PIPE	23	61215	0	0	672000	672000	6610	0	227808	1		S	L8025	1	
DCV15	15MM BRASS CXC DBL CHECK VALVE PER 1 	222	23051	270	250	8800	8800		0	8800	1		S	32901	1	
