PRODUCT	ATT 1	ATT 2	ATT 3	ATT 5	ATT 6	ATT 7	ATT 9	ATT 10	ATT 11	ATT 13	ATT 14	ATT 15	ATT 20	ATT 22	ATT 31	ATT 32
WES80127	1/2" BRASS JUMPER&FLAT WASHER PER 1	218	23051	0	0	6500	6500	500	0	6175	1		S	80127	1	
WES80128	3/4" BRASS JUMPER&FLAT WASHER PER 1	218	23051	0	0	6600	6600	500	0	6270	1		S	80128	1	
BRCASRRAIL02C	RISER RAIL - ADJUSTABLE	109	21809	1699	1699	256300	95000	0	0	95000	1		S	CAS RRAIL02 C	1	
WES80135	1/2" VACCA TAP JUMPER DOME PER 1	218	23051	0	0	7400	7400	500	0	7030	1		S	80135	1	
HON24PRSTAT	HONEYWELL 24HR PROGRAMMABLE ROOM STAT	153	80114	4725	4408	678300	678300	4950	0	342541	1		S	CMT701A1014	1	
WES80140	1/2" TYPE A SUPATAP VALVE PER 1	218	23051	0	0	2900	2900	500	0	2755	1		S	80140	1	
WES80141	1/2" TYPE D SUPATAP VALVE PER 1	218	23051	0	0	4100	4100	500	0	3895	1		S	80141	1	
WES80142	3/4" TYPE B SUPATAP VALVE PER 1	218	23051	0	0	7300	7300	500	0	6935	1		S	80142	1	
WES80155	IMPERIAL O RING BOX G 30 SIZES PER 1	218	23051	0	0	59400	59400	500	0	56430	1		S	80155	1	
BBQZDA1EVDVFC14	QUARTZ DIGITAL EXPOSED DIVERT WITH ADJ AND FIXED CEILING HEADS - HP/COMBI	262	20120	63365	57054	8740000	8740000	4000	0	5244000	1		S	QZDA1.EVDVFC14	1	
WES80156	METRIC O RING BOX H 30 SIZES PER 1	218	23051	0	0	59400	59400	500	0	56430	1		S	80156	1	
WES80157	DISPLAY BOX O RINGS 30 SIZES PER 1	218	23051	0	0	116400	116400	500	0	110580	1		S	80157	1	
WES80160	18 COMPARTMENT CONTAINER PER 1	218	23051	0	0	33900	33900	500	0	32205	1		S	80160	1	
WES80161	LEMCO TYPE 1212 WASHER BOX PER 1	218	23051	0	0	8800	8800	500	0	8360	1		S	80161	1	
MS63233L	MERLYN 6 SERIES 1 DOOR MERLYN OFFSET QUADRANT LEFT HAND INCLUDING MSTONE TRAY 1000 X 800	46	13051	72990	64432	10067600	10067600	5500	0	4530420	1		S	MS63233L	1	
Q22618PH	QUINN LIGNA 600X1800DC Q22618PH	5	17181	28195	25721	4946500	4946500	7000	0	1483950	1		S	Q22618PH	1	
BRCOBBFC	COBALT BATH FILLER	102	21809	11700	10725	1625000	1625000	6862	0	509925	1		S	COB BF C	1	
POT509RA	RATIO FLOOR MOUNTED PEDESTAL	72	11011	2437	2250	375000	375000	6000	0	150000	1		S	POT509RA	1	
Q22618PL	QUINN COMPLA 600X1800DC Q22618PL	5	17181	29139	26490	5298000	5298000	7000	0	1589400	1		S	Q22618PL	1	
MS63233R	MERLYN 6 SERIES 1 DOOR MERLYN OFFSET QUADRANT RIGHT HAND INCLUDING MSTONE TRAY 1000 X 800	46	13051	72990	64432	10067600	10067600	5500	0	4530420	1		S	MS63233R	1	
WES80170	O RING TYPE 006 IMPERIAL PER 100	218	23051	0	0	3900	3900	500	0	3705	1		S	80170	1	
MCSSK1	SINGLE BOWL SPACE SAVER PLUMBING KIT	191	18150	1225	1110	115000	115000	3600	0	73600	1		S	SSK1	1	
MCSSK2	DOUBLE BOWL SPACE SAVER PLUMBING KIT	191	18150	2133	1980	201900	201900	3600	0	129216	1		S	SSK2	1	
SP435B	SP435 110MM BLACK OFFSET BEND-BOTM	22	61215	749	649	83100	83100	7533	0	20500	1		S	SP435B	1	
BRVALWMSNKCCD	LEVER WALL MOUNTED BRIDGE SINK MIXER CHROME PLATED WITH CERAMIC DISC VALVES	108	21809	12839	11769	1783300	1783300	5450	0	811401	1		S	VAL WMSNK C CD	1	
LC100	HCC100 LC100 100MM LD COUPLING	23	61215	0	0	31700	31700	6624	0	10701	1		S	LC100	1	
SP435G	SP435 110MM GREY OFFSET BEND-BOTM	22	61215	749	649	83100	83100	7533	0	20500	1		S	SP435G	1	
MC8400014005	MAINCOR MLCP 40X4MM 20M STRAIGHT LENGTH 5M	121	13010	931	822	109600	109600	5500	0	49320	1		S	8400014005	1	5
RH1CI	RH1"CAST IRON" UNIVERSALHOPPER	21	61215	0	0	203100	203100	4717	0	107297	1		S	RH1CI	1	
BRPMSBC	PRISM SIDE BODIES	102	21809	13140	12045	1825000	1825000	5450	0	830375	1		S	PM SB C	1	
BRJUPBSMC	JUTE PILLAR BATH SHOWER MIXER CHROME PLATED	102	21809	14400	13200	2000000	2000000	5450	0	910000	1		S	JU PBSM C	1	
K15800	BARLO COMPACT-B 500X800SC Q11508CB 2416 BTU	1	20118	2045	1845	534500	534500	7800	0	117590	1		S	Q11508CB	1	
WES80209	O RING BAG 11/2(5) 13/4"(5) PER 1	218	23051	0	0	4200	4200	500	0	3990	1		S	80209	1	
M88241P1H	MERLYN 8 SERIES SLIDING DOOR AND INLINE PANEL - 1200MM DOOR	45	13051	68162	60170	9401700	9401700	5500	0	4230765	1		S	M88241P1H	1	
EFC10	WRAS 10MM STR COUPLING EF1	201	23051	17	14	7400	700	0	0	700	1		S	69101	1	
EFC15	WRAS 15MM STR COUPLING EF1	201	23051	10	8	5100	500	0	0	500	1		S	69102	1	
M88241P2H	MERLYN 8 SERIES SLIDING DOOR AND INLINE PANEL - 1200MM DOOR	45	13051	68958	60873	9511500	9511500	5500	0	4280175	1		S	M88241P2H	1	
EFC22	WRAS 22MM STR COUPLING EF1	201	23051	29	26	3393	3393	5800	0	1425	1		S	69103	1	
BRCASSLID01C	SLIDER BRACKET - TWIST	109	21809	345	345	106300	23000	0	0	23000	1		S	CAS SLID01 C	1	
EFC28	WRAS 28MM STR COUPLING EF1	201	23051	40	40	5293	5293	5800	0	2223	1		S	69104	1	
POT292ST	STUDIO FLOOR MOUNTED PEDESTAL	72	11011	1733	1600	266700	266700	6000	0	106680	1		S	POT292ST	1	
BBVF1S	SEVERN SINGLE OUTLET CONCEALED SHOWERVALVE WITH FIXED SHOWER ARM	262	20120	0	0	3166700	3166700	1000	0	2850030	1		S	VF1S	1	
EFC35	WRAS 35MM STR COUPLING EF1	201	23051	75	75	9914	9914	5800	0	4163	1		S	69105	1	
SP440B	SP440 110MM BLACK OFFSET BEND-TOP	22	61215	699	699	106100	106100	7531	0	26196	1		S	SP440B	1	
BRCASSLID02C	SLIDER BRACKET - PUSH BUTTON	109	21809	440	440	122900	29000	0	0	29000	1		S	CAS SLID02 C	1	
ST100	ST100 PP SLIM WATER BUTTSTAND	21	61215	1499	1499	102600	102600	5156	0	49699	1		S	ST100	1	
SP440G	SP440 110MM GREY OFFSET BEND-TOP	22	61215	749	699	106100	106100	7531	0	26196	1		S	SP440G	1	
MS63241L	MERLYN 6 SERIES 1 DOOR MERLYN OFFSET QUADRANT LEFT HAND INCLUDING MSTONE TRAY 1200 X 900	46	13051	74553	65812	10283200	10283200	5500	0	4627440	1		S	MS63241L	1	
EFC42	WRAS 42MM STR COUPLING EF1	201	23051	139	139	16726	16726	5800	0	7024	1		S	69106	1	
BBARC31CHR	ARCADE CHROME TELEPHONE HANDSET & HOSE	262	20120	12022	10825	1658300	1658300	5500	0	746235	1		S	ARC31.CHR	1	
MS63241R	MERLYN 6 SERIES 1 DOOR MERLYN OFFSET QUADRANT RIGHT HAND INCLUDING MSTONE TRAY 1200 X 900	46	13051	74553	65812	10283200	10283200	5500	0	4627440	1		S	MS63241R	1	
EFC54	WRAS 54MM STR COUPLING EF1	201	23051	225	225	29328	29328	5800	0	12317	1		S	69107	1	
BBVF3S	SEVERN 2 OUTLET CONCEALED SHOWER VALVEWITH FIXED ARM AND FLEXIBLE KIT	262	20120	0	0	5500000	5500000	1000	0	4950000	1		S	VF3S	1	
MCA10A	1.25IN X 75MM SEAL ADJUSTABLE INLET BOTTLE TRAP	191	18150	599	545	56300	56300	3600	0	36032	1		S	A10A	1	
MS63243L	MERLYN 6 SERIES 1 DOOR MERLYN OFFSET QUADRANT LEFT HAND INCLUDING MSTONE TRAY 1200 X 800	46	13051	73730	65086	10169700	10169700	5500	0	4576365	1		S	MS63243L	1	
POT510RA	RATIO SEMI PEDESTAL	72	11011	2437	2250	375000	375000	6000	0	150000	1		S	POT510RA	1	
MS63243R	MERLYN 6 SERIES 1 DOOR MERLYN OFFSET QUADRANT RIGHT HAND INCLUDING MSTONE TRAY 1200 X 800	46	13051	73730	65086	10169700	10169700	5500	0	4576365	1		S	MS63243R	1	
IHWASH	IMMERSION HEATER WASHER ONLY PER 1	222	23051	0	0	4600	4600	5500	0	2070	1		S	29012	1	
BBSTA11	BURLINGTON STAFFORD 1H BASIN MIXER WITH PUW (INCLUDING THE HANDLES)	262	20120	0	0	1241700	1241700	1000	0	1117530	1		S	STA11	1	
BBSTA12	BURLINGTON STAFFORD LONG NOSE BASIN TAPS (INCLUDING THE HANDLES)	262	20120	0	0	658300	658300	1000	0	592470	1		S	STA12	1	
QV2019RAL	QUINN SLIEVE VDP 2000X795 QV2019RAL	5	17181	33635	30578	6115600	6115600	6250	0	2293350	1		S	QV2019RAL	1	
BBSTA13	BURLINGTON STAFFORD BATH TAPS (INCLUDING THE HANDLES)	262	20120	0	0	741700	741700	1000	0	667530	1		S	STA13	1	
HHXXC5010BU	HEP2O PB PIPE BL CONDUIT 10 BARRIER 50MTR	251	23012	10641	10641	1689200	1689200	4800	1500	746626	1		S	HXXC5010 BU	1	
BBSTA14	BURLINGTON STAFFORD 2H DECK BSM (INCLUDING THE HANDLES)	262	20120	0	0	2241700	2241700	1000	0	2017530	1		S	STA14	1	
MCA10V	1.25IN X 75MM SEAL ANTI-SYPHON BOTTLE TRAP	191	18150	699	575	61000	61000	3600	0	39040	1		S	A10V	1	
VE45	VAILLANT BENDS 45 DEG PAIR	265	11616	5800	5200	437800	437800	0	0	437800	1		S	303911	1	
BRORBSHC3STPC	ORB THERMOSTATIC RECESSED DUAL CONTROL THREE CONTROL SHOWER WITH TWO STOPCOCKS	110	21809	29399	26949	4083300	4083300	5450	0	1857901	1		S	ORB SHC3STP C	1	
K15900	BARLO COMPACT-B 500X900SC Q11509CB 2718 BTU	1	20118	2245	2045	601200	601200	7800	0	132264	1		S	Q11509CB	1	
WES15100	15MM SUDOFIT TYPE A DOC PER 1	222	23051	0	0	19400	19400	5500	0	8730	1		S	15100	1	
BRSAILSHWRPK	SAIL RECESSED DUAL CONTROL SHOWER PACK	110	21809	21960	20130	3050000	3050000	5450	0	1387750	1		S	SAIL SHWR PK	1	
BRVTBFC	VANTAGE BATH FILLER CHROME	102	21809	13739	12594	1908300	1908300	5450	0	868276	1		S	VT BF C	1	
WES15115	1/2" TYPE A BRASS DOC (1) PER 1	221	23051	0	0	26100	26100	5500	0	11745	1		S	15115	1	
BBARC73CHRV17	ARCADE CHROME 1 OUTLET CONCEALED VALVE WITH FIXED ARM & 9" HEAD COMP:	262	20120	33168	29865	4575000	4575000	5500	0	2058750	1		S	ARC73.CHR+V17	1	
WES15116	15MM TYPE A BRASS DOC (1) PER 1	221	23051	0	0	23800	23800	5500	0	10710	1		S	15116	1	
QMC374RAL	QUINN FORZA 3 COL 750X1380 QMC374RAL	5	17181	43546	40196	6699400	6699400	6250	0	2512275	1		S	QMC374RAL	1	
POT293ST	STUDIO CLOSE COUPLED WC PAN	72	11011	6121	5650	941700	941700	6000	0	376680	1		S	POT293ST	1	
VE90	VAILLANT ELBOW 87 DEG	265	11616	3800	3200	239500	239500	0	0	239500	1		S	303910	1	
ST200	ST200 PP STD. WATER BUTTSTAND	21	61215	1999	1999	145000	145000	5159	0	70194	1		S	ST200	1	
6012I	1500X300 INDIRECT PTL G3 F JOULE	142	10152	19891	18272	2313000	2313000	5000	0	1156500	1		S	CC-B3115030FRA	1	
S870RTTO	MERLYN TOUCHSTONE RECTANGULAR TRAY 800 X 700	37	13051	7911	6983	1091200	1091200	5500	0	491040	1		S	S870RTTO	1	
Q22620PH	QUINN LIGNA 600X2000DC Q22620PH	5	17181	31183	28448	5470800	5470800	7000	0	1641240	1		S	Q22620PH	1	
POT511RA	RATIO BIDET	72	11011	8666	7999	1333300	1333300	6000	0	533320	1		S	POT511RA	1	
Q22620PL	QUINN COMPLA 600X2000DC Q22620PL	5	17181	31914	29013	5802600	5802600	7000	0	1740780	1		S	Q22620PL	1	
MCWALLFLANGECP35	35MM CP BRASS WALL FLANGE	191	18150	525	475	49500	49500	3600	0	31680	1		S	WALLFLANGE-CP35	1	
BBARC73CHRV60	ARCADE CHROME 1 OUTLET CONCEALED VALVE WITH FIXED ARM & 12" HEAD COMP:	262	20120	36793	33129	5075000	5075000	5500	0	2283750	1		S	ARC73.CHR+V60	1	
BRBRGBFC	BRIGHT BF CHROME	102	21809	16200	14850	2250000	2250000	5450	0	1023750	1		S	BRG BF C	1	
MCWALLFLANGECP42	42MM CP BRASS WALL FLANGE	191	18150	675	622	64200	64200	3600	0	41088	1		S	WALLFLANGE-CP42	1	
ST800Q	K-VIT 800 X 800MM QUAD L/P TRAY	71	11011	5850	5400	900000	900000	6000	0	360000	1		S	KRQ0808L	1	
6016I	1500X400 INDIRECT PTL G3 F JOULE	142	10152	24313	22334	2827200	2827200	5000	0	1413600	1		S	CC-B3115040FRA	1	
M88251H	MERLYN 8 SERIES SLIDING DOOR AND INLINE PANEL - 1100MM DOOR	45	13051	85797	75738	11834200	11834200	5500	0	5325390	1		S	M88251H	1	
MS1081700CHL	MERLYN 10 SERIES SLIDING DOOR LEFT HAND INCLUDING MSTONE TRAY 1700	42	13051	131400	115994	18124200	18124200	5500	0	8155890	1		S	MS1081700CHL	1	
WES80400	3/8" VACCA WASHER FLAT SK(10) PER 1	221	23051	0	0	12100	12100	5500	0	5445	1		S	80400	1	
WES80401	1/2" VACCA WASHER FLAT SK(10) PER 1	221	23051	0	0	12500	12500	5500	0	5625	1		S	80401	1	
6018I	1500X450 INDIRECT PTL G3 F JOULE	142	10152	23625	21702	2747200	2747200	5000	0	1373600	1		S	CC-B3115045FRA	1	
WES80402	5/8" VACCA WASHER FLAT SK(10) PER 1	221	23051	0	0	17800	17800	5500	0	8010	1		S	80402	1	
HEP2PVM15	HEP2O 2 PORT VALVED MANIFOLD 15 TM/TF/PF	251	23012	1835	1835	291400	291400	4800	1500	128798	1		S	HX92T/15W	1	
BRGLRSHC3DIVC	GLORIOUS DUAL CTRL VALVE + DIV + STOP	110	21809	29399	26949	4083300	4083300	5450	0	1857901	1		S	GLR SHC3DIV C	1	
WES80403	3/4" VACCA WASHER FLAT SK(10) PER 1	221	23051	0	0	17100	17100	5500	0	7695	1		S	80403	1	
MS1081700CHR	MERLYN 10 SERIES SLIDING DOOR RIGHT HAND INCLUDING MSTONE TRAY 1700	42	13051	131400	115994	18124200	18124200	5500	0	8155890	1		S	MS1081700CHR	1	
RES1B	RES1 114MM BLACK SQ.EXTNL.STOPEND	21	61215	99	99	13100	13100	6031	0	5199	1		S	RES1B	1	
CRS2815	COMP 28 X 15MM RED SET DR	61	61216	179	119	5170	5170	0	0	5170	1		S	P168DR.05	1	
WES80411	1/2" PEGLER WASHER FLAT SK(5) PER 1	221	23051	0	0	9200	9200	5500	0	4140	1		S	80411	1	
EFE10	WRAS 10MM 90 DEG ELBOW EF12	201	23051	70	24	1798	1798	5800	0	755	1		S	69146	1	
WES80412	3/4" PEGLER WASHER FLAT SK(5) PER 1	221	23051	0	0	9400	9400	5500	0	4230	1		S	80412	1	
6018T	1500X450 TWIN PTL G3 F JOULE	142	10152	30489	28007	3545300	3545300	5000	0	1772650	1		S	CC-B3215045FRA	1	
WES80415	1/2" DELTA TAP WASHER SK(5) PER 1	221	23051	0	0	12500	12500	5500	0	5625	1		S	80415	1	
EFE15	WRAS 15MM 90 DEG ELBOW EF12	201	23051	17	15	1992	1992	5800	0	836	1		S	69147	1	
WES80416	3/4" DELTA TAP WASHER SK(5) PER 1	221	23051	0	0	12500	12500	5500	0	5625	1		S	80416	1	
RES2B	RES2 114MM BLACK SQ.INTNL.STOPEND	21	61215	65	65	8400	8400	6071	0	3300	1		S	RES2B	1	
ETCTR612C	ELECTRIC CURVED TOWEL RAIL 600 X 1200MM 600W THERMOSTATIC CHROME	11	11011	14599	13476	2246000	2246000	5500	0	1010700	1		S	ETCTR612C	1	
CRS2822	COMP 28 X 22MM RED SET DR	61	61216	249	175	5390	5390	0	0	5390	1		S	P168DR.06	1	
HHXXC5010RD	HEP2O PB PIPE RD CONDUIT 10 BARRIER 50MTR	251	23012	10641	10641	1689200	1689200	4800	1500	746626	1		S	HXXC5010 RD	1	
6020I	1500X500 INDIRECT PTL G3 F JOULE	142	10152	46847	43034	5447400	5447400	5000	0	2723700	1		S	CC-B3115050FRA	1	
EFE22	WRAS 22MM 90 DEG ELBOW EF12	201	23051	64	39	5735	5735	5800	0	2408	1		S	69148	1	
WES80423	1/2" RED BALL TAP WASHER (10) PER 1	221	23051	0	0	9400	9400	5500	0	4230	1		S	80423	1	
EFE28	WRAS 28MM 90 DEG ELBOW EF12	201	23051	105	75	9664	9664	5800	0	4058	1		S	69149	1	
WES80430	1/2" POLY WASHER SK (10) PER 1	221	23051	0	0	9900	9900	5500	0	4455	1		S	80430	1	
POT294ST	STUDIO CLOSE COUPLED CISTERN INCL FITTINGS	72	11011	4550	4200	700000	700000	6000	0	280000	1		S	POT294ST	1	
WES80432	3/4" POLY WASHER SK (10) PER 1	221	23051	0	0	12500	12500	5500	0	5625	1		S	80432	1	
WES80434	1" TANK POLY WASHER SK (5) PER 1	221	23051	0	0	10100	10100	5500	0	4545	1		S	80434	1	
WES80435	11/4" BASIN POLY WASHER SK(5) PER 1	221	23051	0	0	10100	10100	5500	0	4545	1		S	80435	1	
EFE35	WRAS 35MM 90 DEG ELBOW EF12	201	23051	185	159	18556	18556	5800	0	7793	1		S	69150	1	
WES80437	11/4" SINK POLY WASHER SK(5) PER 1	221	23051	0	0	15200	15200	5500	0	6840	1		S	80437	1	
QHP1031RAL	SLIEVE 578 X 1400 COLOUR	5	17181	15125	13750	2750000	2750000	6250	0	1031250	1		S	QHP1031RAL	1	
WES80439	11/2" SINK POLY WASHER SK(5) PER 1	221	23051	0	0	14500	14500	5500	0	6525	1		S	80439	1	
A030001H	MERLYN IONIC EXPRESS PIVOT DOOR & INLINE PANEL 670-710	34	13051	25157	20820	3470000	3470000	6000	0	1388000	1		S	A030001H	1	
WES80441	1/2 FIBRE PILLARTAP WASHER(10) PER 1	221	23051	0	0	27600	27600	5500	0	12420	1		S	80441	1	
S970RTTO	MERLYN TOUCHSTONE RECTANGULAR TRAY 900 X 700	37	13051	8643	7630	1192200	1192200	5500	0	536490	1		S	S970RTTO	1	
EFE42	WRAS 42MM 90 DEG ELBOW EF12	201	23051	317	245	31739	31739	5800	0	13330	1		S	69151	1	
WES80443	3/4 FIBRE PILLARTAP WASHER(10) PER 1	221	23051	0	0	31300	31300	5500	0	14085	1		S	80443	1	
WES80444	1/2" RED FIBRE WASHER SK(10) PER 1	221	23051	0	0	20900	20900	5500	0	9405	1		S	80444	1	
WES80445	3/4" RED FIBRE WASHER SK(10) PER 1	221	23051	0	0	31100	31100	5500	0	13995	1		S	80445	1	
A030002H	MERLYN IONIC EXPRESS PIVOT DOOR & INLINE PANEL 780-840	34	13051	34582	28620	4770000	4770000	6000	0	1908000	1		S	A030002H	1	
WES80450	11/4" BOTTLE TRAP WASHER (5) PER 1	221	23051	0	0	8800	8800	5500	0	3960	1		S	80450	1	
WES80451	11/2" BOTTLE TRAP WASHER (5) PER 1	221	23051	0	0	9500	9500	5500	0	4275	1		S	80451	1	
EFE54	WRAS 54MM 90 DEG ELBOW EF12	201	23051	604	465	60453	60453	5800	0	25390	1		S	69152	1	
WES80456	1/2" TOP HAT WASHER SK (2) PER 1	221	23051	0	0	7600	7600	5500	0	3420	1		S	80456	1	
WES80457	3/4" TOP HAT WASHER SK (2) PER 1	221	23051	0	0	7600	7600	5500	0	3420	1		S	80457	1	
WES80458	1/2" MT COCK WASHER SK (5) PER 1	221	23051	0	0	10300	10300	5500	0	4635	1		S	80458	1	
A030003H	MERLYN IONIC EXPRESS PIVOT DOOR & INLINE PANEL 840-900	34	13051	34582	28620	4770000	4770000	6000	0	1908000	1		S	A030003H	1	
WES80461	RUBBER SHOWER FLEX WASHER(5) PER 1	221	23051	0	0	7100	7100	5500	0	3195	1		S	80461	1	
UV170DHOR	JOULE CYCLONE 170L DIR HOR STANDARD D	141	10152	56231	51732	7497500	7497500	5000	0	3748750	1		S	TCIMHD-0170LFD	1	
A030004H	MERLYN IONIC EXPRESS PIVOT DOOR & INLINE PANEL 900-960	34	13051	34582	28620	4770000	4770000	6000	0	1908000	1		S	A030004H	1	
WES80470	11/2+13/4 O'RING FOR PLUGS(10) PER 1	221	23051	0	0	16600	16600	5500	0	7470	1		S	80470	1	
BRMT503CP	GUMMERS 15MM THERMOSTATIC MIXING VALVE	110	21809	2249	2249	991700	150000	0	0	150000	1		S	MT503CP	1	
BBW5AA180080WFT	AMPM INSPIRE 1800X800 ADJUSTABLE LEG SET	261	20120	3437	3121	458300	458300	5200	0	219984	1		S	W5AA-180-080W-FT	1	
A030005H	MERLYN IONIC EXPRESS PIVOT DOOR & INLINE PANEL 940-1000	34	13051	34582	28620	4770000	4770000	6000	0	1908000	1		S	A030005H	1	
QHP22S5014RAL	QUINN SLIEVE HDC 505X1400 QHP22S5014RAL	5	17181	36065	32786	6557300	6557300	6250	0	2458987	1		S	QHP22S5014RAL	1	
BRCASWMBASC	CASCADE WMBAS CHROME	102	21809	14999	13749	2083300	2083300	5450	0	947901	1		S	CAS WMBAS C	1	
A030006H	MERLYN IONIC EXPRESS PIVOT DOOR & INLINE PANEL 980-1040	34	13051	37845	31320	5220000	5220000	6000	0	2088000	1		S	A030006H	1	
QHP1118RAL	QUINN SLIEVE HSC 505X1600 QHP1118RAL	5	17181	17101	15547	3109400	3109400	6250	0	1166025	1		S	QHP1118RAL	1	
RH4CI	RH4"CAST IRON" OGEE HOPPER	21	61215	0	0	234500	234500	4721	0	123792	1		S	RH4CI	1	
UV200DHORS	JOULE CYCLONE 200L DIR HOR SHORT D	141	10152	81832	75285	10911000	10911000	5000	0	5455500	1		S	TCIMHD-0200NFD	1	
HOSECLIP121627	HOSE CLIP OX (16MM-27MM)X12MM PER 1	214	23051	0	0	2500	2500	500	0	2375	1		S	79134	1	
A030007H	MERLYN IONIC EXPRESS PIVOT DOOR & INLINE PANEL 1040-1100	34	13051	37845	31320	5220000	5220000	6000	0	2088000	1		S	A030007H	1	
Q22404PH	QUINN LIGNA 400X400DC Q22404PH	5	17181	6383	5823	1119900	1119900	7000	0	335970	1		S	Q22404PH	1	
100RADEX	100MM RADIATOR EXTENSION PIECE	151	11220	553	453	31900	31900	0	0	31900	1		S	106-1100	1	1
BRECOSPBAS18	1.8 L/MIN FLOW LIMITING SPRAY GUIDE	111	21809	570	522	79200	79200	5450	0	36036	1		S	ECO SPBAS 1.8	1	
BBVTE9520S	AQUALISA VITALISE ELECTRIC S 9.5KW WHITE WHITE ENGINE WITH WHITE/CHROME SHOWER KIT	262	20120	10440	9400	1440000	1440000	4000	0	864000	1		S	VTE.9520.S	1	
Q22404PL	QUINN COMPLA 400X400DC Q22404PL	5	17181	7378	6708	1341600	1341600	7000	0	402480	1		S	Q22404PL	1	
UV100ISL	JOULE CYCLONE 100L INDIRECT SLIM C	141	10152	51097	47009	6813000	6813000	5000	0	3406500	1		S	TCEMVI-0100SFC	1	
WB100	WB200 200 LITRE PP STD. WATER BUTT	21	61215	6999	6999	388100	388100	5158	0	187918	1		S	WB100	1	
UV150HO1Z	JOULE CYCLONE 150L HO IND PP (JOULE CYCLONE 1Z)	141	10152	118077	108631	15743700	15743700	5000	0	7871850	1		S	TUMI-H0150-L2B	1	
FUR215AS	ASTLEY - FLOOR STANDING UNIT - 2 DOOR 800MM PORCELAIN WHITE ASH	91	11011	18416	16999	2833300	2833300	6000	0	1133320	1		S	FUR215AS	1	
HEPT101015	HEP2O PB TEE REDUCED BOTH END W 10X10X15	251	23012	289	289	46000	46000	4800	1500	20332	1		S	HD18/15W	1	
A030008H	MERLYN IONIC EXPRESS PIVOT DOOR & INLINE PANEL 1080-1140	34	13051	40382	33420	5570000	5570000	6000	0	2228000	1		S	A030008H	1	
BRDSCSHCDIVC	DESCENT DUAL CTROL +DIV	110	21809	20579	18864	2858300	2858300	5450	0	1300526	1		S	DSC SHCDIV C	1	
BBVTE9521S	AQUALISA VITALISE ELECTRIC S 9.5KW WH/CP WHITE/CHROME ENGINE AND FLEXIBLE SHOWER KI	262	20120	10802	9726	1490000	1490000	4000	0	894000	1		S	VTE.9521.S	1	
BB2019553TH	BRITTON CUBE S20 3H 600 BASIN	262	20120	10271	9248	1416700	1416700	5500	0	637515	1		S	20.1955.3TH	1	
MCCPM3232	COMPOSITE PRESS COUPLER 32X32MM	121	13010	809	714	95200	95200	5500	0	42840	1		S	CPM3232	1	1
UV150HO2Z	JOULE CYCLONE 150L HO IND PP (JOULE CYCLONE 2Z)	141	10152	123640	113749	16485400	16485400	5000	0	8242700	1		S	TUMI-H0150-L3B	1	
HEPT101022	HEP2O PB TEE REDUCED BOTH END W 10X10X22	251	23012	306	306	48600	48600	4800	1500	21481	1		S	HD18A/22W	1	
BBANR10QT	BURLINGTON QT ANGLESEY REGAL 2H BRIDGE BASIN MIXER PLUG & CHAIN HIGH/LOW CENTRE	262	20120	0	0	3158300	3158300	1000	0	2842470	1		S	ANR10-QT	1	
A030009H	MERLYN IONIC EXPRESS PIVOT DOOR & INLINE PANEL 1140-1200	34	13051	40382	33420	5570000	5570000	6000	0	2228000	1		S	A030009H	1	
BRECOSPBAS35	3.5 L/MIN FLOW LIMITING SPRAY GUIDE	111	21809	570	522	79200	79200	5450	0	36036	1		S	ECO SPBAS 3.5	1	
BRNRBIDC	NERO BIDET MIXER WITH POP-UP WASTE	102	21809	10560	9680	1466700	1466700	5450	0	667348	1		S	NR BID C	1	
M87221BT	MERLYN 8 SERIES FRAMELESS HINGED BIFOLD DOOR INCLUDING MSTONE TRAY 900	43	13051	57693	50929	7957700	7957700	5500	0	3580965	1		S	M87221B	1	
A030010H	MERLYN IONIC EXPRESS BIFOLD DOOR & INLINE PANEL 900-960	34	13051	37192	30780	5130000	5130000	6000	0	2052000	1		S	A030010H	1	
MCWCF18R	100MM > 160MM FLEX WC CONNECTOR	191	18150	1599	1465	169400	169400	4155	0	99014	1		S	WC-F18R	1	
POT295ST	STUDIO DELUXE SOFT CLOSE SEAT & COVER	72	11011	2437	2250	375000	375000	6000	0	150000	1		S	POT295ST	1	
BRN2SQSHXTVOC	1901 EXP SEQ TOP VALVECHRM	110	21809	22500	20625	3125000	3125000	5450	0	1421875	1		S	N2 SQSHXTVO C	1	
A030011H	MERLYN IONIC EXPRESS BIFOLD DOOR & INLINE PANEL 940-1000	34	13051	37192	30780	5130000	5130000	6000	0	2052000	1		S	A030011H	1	
QMC309RAL	QUINN FORZA 3 COL 600X828 QMC309RAL	5	17181	20706	19113	3185600	3185600	6250	0	1194600	1		S	QMC309RAL	1	
MCNEOSTAT	NEO STAT	121	13010	10837	9562	1275000	1275000	5500	0	573750	1		S	NEOSTAT	1	1
BRN3HBASCCD	1901 3 HOLE BASIN MIXER WITH POP-UP WASTE	102	21809	14099	12924	1958300	1958300	5450	0	891026	1		S	N 3HBAS C CD	1	
BRSAI4HBSMC	SAIL 4HBSM CHROME	102	21809	22739	20844	3158300	3158300	5450	0	1437026	1		S	SAI 4HBSM C	1	
A030012H	MERLYN IONIC EXPRESS BIFOLD DOOR & INLINE PANEL 980-1040	34	13051	38860	32160	5360000	5360000	6000	0	2144000	1		S	A030012H	1	
